Sample,Ind,Month,species,propDiet,season
Sample55,Ind3,7,steelhead salmon,0,Summer
Sample55,Ind3,7,pink salmon,0,Summer
Sample55,Ind3,7,sablefish,0,Summer
Sample55,Ind3,7,lingcod,0,Summer
Sample55,Ind3,7,arrowtooth flounder,0,Summer
Sample55,Ind3,7,Pacific halibut,0,Summer
Sample56,Ind24,12,Chinook salmon,0.16031501436995688,Autumn
Sample56,Ind24,12,chum salmon,0.4835040771239803,Autumn
Sample56,Ind24,12,coho salmon,0,Autumn
Sample56,Ind24,12,steelhead salmon,0.026083532648675127,Autumn
Sample56,Ind24,12,pink salmon,0,Autumn
Sample56,Ind24,12,sablefish,0.010874500861780758,Autumn
Sample56,Ind24,12,lingcod,0,Autumn
Sample56,Ind24,12,arrowtooth flounder,0.31237416365203374,Autumn
Sample56,Ind24,12,Pacific halibut,0,Autumn
Sample57,Ind23,5,Chinook salmon,0.5571980188575179,Spring
Sample57,Ind23,5,chum salmon,0,Spring
Sample57,Ind23,5,coho salmon,0.44239981805024775,Spring
Sample57,Ind23,5,steelhead salmon,0,Spring
Sample57,Ind23,5,pink salmon,0,Spring
Sample57,Ind23,5,sablefish,0,Spring
Sample57,Ind23,5,lingcod,0,Spring
Sample57,Ind23,5,arrowtooth flounder,0,Spring
Sample57,Ind23,5,Pacific halibut,0,Spring
Sample58,Ind17,3,Chinook salmon,0.19653627413758687,Winter
Sample58,Ind17,3,chum salmon,0.10692299519486435,Winter
Sample58,Ind17,3,coho salmon,0.3434269974937222,Winter
Sample58,Ind17,3,steelhead salmon,0.02051629449018056,Winter
Sample58,Ind17,3,pink salmon,0,Winter
Sample58,Ind17,3,sablefish,0,Winter
Sample58,Ind17,3,lingcod,0.3104200487828419,Winter
Sample58,Ind17,3,arrowtooth flounder,0.017892232077110708,Winter
Sample58,Ind17,3,Pacific halibut,0,Winter
Sample59,Ind21,10,Chinook salmon,0.14093708991356155,Autumn
Sample59,Ind21,10,chum salmon,0.09312019364356147,Autumn
Sample59,Ind21,10,coho salmon,0.4140095969205555,Autumn
Sample59,Ind21,10,steelhead salmon,0.04231977150495803,Autumn
Sample59,Ind21,10,pink salmon,0,Autumn
Sample59,Ind21,10,sablefish,0.23856840672104254,Autumn
Sample59,Ind21,10,lingcod,0,Autumn
Sample59,Ind21,10,arrowtooth flounder,0.07100436051695518,Autumn
Sample59,Ind21,10,Pacific halibut,0,Autumn
Sample60,Ind26,9,Chinook salmon,0.35953025580673686,Summer
Sample60,Ind26,9,chum salmon,0.3185636666792662,Summer
Sample60,Ind26,9,coho salmon,0.3002323986723836,Summer
Sample60,Ind26,9,steelhead salmon,0,Summer
Sample60,Ind26,9,pink salmon,0,Summer
Sample60,Ind26,9,sablefish,0,Summer
Sample60,Ind26,9,lingcod,0,Summer
Sample60,Ind26,9,arrowtooth flounder,0.011457507195348847,Summer
Sample60,Ind26,9,Pacific halibut,0,Summer
Sample61,Ind18,9,Chinook salmon,0.28022032436034544,Summer
Sample61,Ind18,9,chum salmon,0.19378244656800075,Summer
Sample61,Ind18,9,coho salmon,0.38418183851392634,Summer
Sample61,Ind18,9,steelhead salmon,0.10234831784981997,Summer
Sample61,Ind18,9,pink salmon,0,Summer
Sample61,Ind18,9,sablefish,0.027488140421004698,Summer
Sample61,Ind18,9,lingcod,0,Summer
Sample61,Ind18,9,arrowtooth flounder,0,Summer
Sample61,Ind18,9,Pacific halibut,0.011936541861295884,Summer
Sample62,Ind6,5,Chinook salmon,0.6674428839483364,Spring
Sample62,Ind6,5,chum salmon,0,Spring
Sample62,Ind6,5,coho salmon,0.3002070994055065,Spring
Sample62,Ind6,5,steelhead salmon,0,Spring
Sample62,Ind6,5,pink salmon,0,Spring
Sample62,Ind6,5,sablefish,0,Spring
Sample62,Ind6,5,lingcod,0,Spring
Sample62,Ind6,5,arrowtooth flounder,0,Spring
Sample62,Ind6,5,Pacific halibut,0.020638238885808912,Spring
Sample63,Ind6,2,Chinook salmon,0.5203674997793365,Winter
Sample63,Ind6,2,chum salmon,0.20423790246987122,Winter
Sample63,Ind6,2,coho salmon,0,Winter
Sample63,Ind6,2,steelhead salmon,0.029761943897608736,Winter
Sample63,Ind6,2,pink salmon,0,Winter
Sample63,Ind6,2,sablefish,0,Winter
Sample63,Ind6,2,lingcod,0.18104323662139019,Winter
Sample63,Ind6,2,arrowtooth flounder,0,Winter
Sample63,Ind6,2,Pacific halibut,0.06447930839934837,Winter
Sample64,Ind2,3,Chinook salmon,0.5594608887383912,Winter
Sample64,Ind2,3,chum salmon,0.12928702161148697,Winter
Sample64,Ind2,3,coho salmon,0.12097550714969986,Winter
Sample64,Ind2,3,steelhead salmon,0.027194791092013386,Winter
Sample64,Ind2,3,pink salmon,0,Winter
Sample64,Ind2,3,sablefish,0,Winter
Sample64,Ind2,3,lingcod,0.08071069640051376,Winter
Sample64,Ind2,3,arrowtooth flounder,0,Winter
Sample64,Ind2,3,Pacific halibut,0.08172225187984052,Winter
Sample65,Ind20,2,Chinook salmon,0.4410431247229308,Winter
Sample65,Ind20,2,chum salmon,0.32361709270004974,Winter
Sample65,Ind20,2,coho salmon,0,Winter
Sample65,Ind20,2,steelhead salmon,0.013847826953267448,Winter
Sample65,Ind20,2,pink salmon,0,Winter
Sample65,Ind20,2,sablefish,0,Winter
Sample65,Ind20,2,lingcod,0.14510093739853433,Winter
Sample65,Ind20,2,arrowtooth flounder,0,Winter
Sample65,Ind20,2,Pacific halibut,0.07578585839437278,Winter
Sample66,Ind3,11,Chinook salmon,0.03825035864896933,Autumn
Sample66,Ind3,11,chum salmon,0.40751774565704907,Autumn
Sample66,Ind3,11,coho salmon,0.1860101873593494,Autumn
Sample66,Ind3,11,steelhead salmon,0.050266286890621695,Autumn
Sample66,Ind3,11,pink salmon,0,Autumn
Sample66,Ind3,11,sablefish,0.14805311008548283,Autumn
Sample66,Ind3,11,lingcod,0,Autumn
Sample66,Ind3,11,arrowtooth flounder,0.11414651878158365,Autumn
Sample66,Ind3,11,Pacific halibut,0.0557557925769439,Autumn
Sample67,Ind22,11,Chinook salmon,0.023744095714776654,Autumn
Sample67,Ind22,11,chum salmon,0.3424451870699262,Autumn
Sample67,Ind22,11,coho salmon,0.16236046412429464,Autumn
Sample67,Ind22,11,steelhead salmon,0,Autumn
Sample67,Ind22,11,pink salmon,0,Autumn
Sample67,Ind22,11,sablefish,0.3584508828387521,Autumn
Sample67,Ind22,11,lingcod,0,Autumn
Sample67,Ind22,11,arrowtooth flounder,0.1031483535537776,Autumn
Sample67,Ind22,11,Pacific halibut,0,Autumn
Sample68,Ind21,4,Chinook salmon,0.40608100323981033,Spring
Sample68,Ind21,4,chum salmon,0.24947935662834952,Spring
Sample68,Ind21,4,coho salmon,0.20013651587567424,Spring
Sample68,Ind21,4,steelhead salmon,0.019456894472084645,Spring
Sample68,Ind21,4,pink salmon,0,Spring
Sample68,Ind21,4,sablefish,0,Spring
Sample68,Ind21,4,lingcod,0,Spring
Sample68,Ind21,4,arrowtooth flounder,0,Spring
Sample68,Ind21,4,Pacific halibut,0.12484564385513883,Spring
Sample69,Ind2,8,Chinook salmon,0.43572618764368193,Summer
Sample69,Ind2,8,chum salmon,0.20446051765236262,Summer
Sample69,Ind2,8,coho salmon,0.3578107533940411,Summer
Sample69,Ind2,8,steelhead salmon,0,Summer
Sample69,Ind2,8,pink salmon,0,Summer
Sample69,Ind2,8,sablefish,0,Summer
Sample69,Ind2,8,lingcod,0,Summer
Sample69,Ind2,8,arrowtooth flounder,0,Summer
Sample69,Ind2,8,Pacific halibut,0,Summer
Sample70,Ind23,5,Chinook salmon,0.657326471385213,Spring
Sample70,Ind23,5,chum salmon,0,Spring
Sample70,Ind23,5,coho salmon,0.28794258688215546,Spring
Sample70,Ind23,5,steelhead salmon,0.053283177712546516,Spring
Sample70,Ind23,5,pink salmon,0,Spring
Sample70,Ind23,5,sablefish,0,Spring
Sample70,Ind23,5,lingcod,0,Spring
Sample70,Ind23,5,arrowtooth flounder,0,Spring
Sample70,Ind23,5,Pacific halibut,0,Spring
Sample71,Ind6,8,Chinook salmon,0.20862085431796465,Summer
Sample71,Ind6,8,chum salmon,0.5649887039985176,Summer
Sample71,Ind6,8,coho salmon,0.19499609361317016,Summer
Sample71,Ind6,8,steelhead salmon,0,Summer
Sample71,Ind6,8,pink salmon,0,Summer
Sample71,Ind6,8,sablefish,0,Summer
Sample71,Ind6,8,lingcod,0,Summer
Sample71,Ind6,8,arrowtooth flounder,0.02198280437053015,Summer
Sample71,Ind6,8,Pacific halibut,0,Summer
Sample72,Ind26,6,Chinook salmon,0.9336849108330681,Spring
Sample72,Ind26,6,chum salmon,0,Spring
Sample72,Ind26,6,coho salmon,0.06474545654730633,Spring
Sample72,Ind26,6,steelhead salmon,0,Spring
Sample72,Ind26,6,pink salmon,0,Spring
Sample72,Ind26,6,sablefish,0,Spring
Sample72,Ind26,6,lingcod,0,Spring
Sample72,Ind26,6,arrowtooth flounder,0,Spring
Sample72,Ind26,6,Pacific halibut,0,Spring
Sample73,Ind10,4,Chinook salmon,0.3527043446185416,Spring
Sample73,Ind10,4,chum salmon,0.16894568486884298,Spring
Sample73,Ind10,4,coho salmon,0.32733249663616,Spring
Sample73,Ind10,4,steelhead salmon,0,Spring
Sample73,Ind10,4,pink salmon,0,Spring
Sample73,Ind10,4,sablefish,0,Spring
Sample73,Ind10,4,lingcod,0,Spring
Sample73,Ind10,4,arrowtooth flounder,0,Spring
Sample73,Ind10,4,Pacific halibut,0.1490039308699638,Spring
Sample74,Ind8,5,Chinook salmon,0.6970613229497382,Spring
Sample74,Ind8,5,chum salmon,0,Spring
Sample74,Ind8,5,coho salmon,0.2693062303179727,Spring
Sample74,Ind8,5,steelhead salmon,0.022844946543485095,Spring
Sample74,Ind8,5,pink salmon,0,Spring
Sample74,Ind8,5,sablefish,0,Spring
Sample74,Ind8,5,lingcod,0,Spring
Sample74,Ind8,5,arrowtooth flounder,0.010642755565093327,Spring
Sample74,Ind8,5,Pacific halibut,0,Spring
Sample75,Ind5,4,Chinook salmon,0.33513860209987384,Spring
Sample75,Ind5,4,chum salmon,0.20058244534546568,Spring
Sample75,Ind5,4,coho salmon,0.1869868620134024,Spring
Sample75,Ind5,4,steelhead salmon,0.02593482641714275,Spring
Sample75,Ind5,4,pink salmon,0,Spring
Sample75,Ind5,4,sablefish,0,Spring
Sample75,Ind5,4,lingcod,0,Spring
Sample75,Ind5,4,arrowtooth flounder,0.038664716705197555,Spring
Sample75,Ind5,4,Pacific halibut,0.21269254741891772,Spring
Sample76,Ind1,11,Chinook salmon,0,Autumn
Sample76,Ind1,11,chum salmon,0.535263631256491,Autumn
Sample76,Ind1,11,coho salmon,0.20972873084147536,Autumn
Sample76,Ind1,11,steelhead salmon,0,Autumn
Sample76,Ind1,11,pink salmon,0,Autumn
Sample76,Ind1,11,sablefish,0.16763032699046493,Autumn
Sample76,Ind1,11,lingcod,0,Autumn
Sample76,Ind1,11,arrowtooth flounder,0.08126399668941231,Autumn
Sample76,Ind1,11,Pacific halibut,0,Autumn
Sample77,Ind17,10,Chinook salmon,0.3956782444807404,Autumn
Sample77,Ind17,10,chum salmon,0.1857054497931114,Autumn
Sample77,Ind17,10,coho salmon,0.12569122823535722,Autumn
Sample77,Ind17,10,steelhead salmon,0,Autumn
Sample77,Ind17,10,pink salmon,0,Autumn
Sample77,Ind17,10,sablefish,0.14469809056699592,Autumn
Sample77,Ind17,10,lingcod,0,Autumn
Sample77,Ind17,10,arrowtooth flounder,0.14606216873120306,Autumn
Sample77,Ind17,10,Pacific halibut,0,Autumn
Sample78,Ind7,1,Chinook salmon,0,Winter
Sample78,Ind7,1,chum salmon,0.4491885425984332,Winter
Sample78,Ind7,1,coho salmon,0,Winter
Sample78,Ind7,1,steelhead salmon,0.025327779515985464,Winter
Sample78,Ind7,1,pink salmon,0,Winter
Sample78,Ind7,1,sablefish,0,Winter
Sample78,Ind7,1,lingcod,0.484330461340428,Winter
Sample78,Ind7,1,arrowtooth flounder,0.024830978828711003,Winter
Sample78,Ind7,1,Pacific halibut,0.012413583688400098,Winter
Sample79,Ind4,11,Chinook salmon,0.09688182436253225,Autumn
Sample79,Ind4,11,chum salmon,0.23464590688540243,Autumn
Sample79,Ind4,11,coho salmon,0.07084226748424377,Autumn
Sample79,Ind4,11,steelhead salmon,0.022625258955499973,Autumn
Sample79,Ind4,11,pink salmon,0,Autumn
Sample79,Ind4,11,sablefish,0.22009305474619378,Autumn
Sample79,Ind4,11,lingcod,0,Autumn
Sample79,Ind4,11,arrowtooth flounder,0.35387230201240016,Autumn
Sample79,Ind4,11,Pacific halibut,0,Autumn
Sample80,Ind13,12,Chinook salmon,0.05373079621979475,Autumn
Sample80,Ind13,12,chum salmon,0.33302900987907136,Autumn
Sample80,Ind13,12,coho salmon,0,Autumn
Sample80,Ind13,12,steelhead salmon,0,Autumn
Sample80,Ind13,12,pink salmon,0,Autumn
Sample80,Ind13,12,sablefish,0.2337206459999883,Autumn
Sample80,Ind13,12,lingcod,0,Autumn
Sample80,Ind13,12,arrowtooth flounder,0.3731346107793278,Autumn
Sample80,Ind13,12,Pacific halibut,0,Autumn
Sample81,Ind10,1,Chinook salmon,0.1025396233408456,Winter
Sample81,Ind10,1,chum salmon,0.39211998631638617,Winter
Sample81,Ind10,1,coho salmon,0,Winter
Sample81,Ind10,1,steelhead salmon,0.031157020287804912,Winter
Sample81,Ind10,1,pink salmon,0,Winter
Sample81,Ind10,1,sablefish,0,Winter
Sample81,Ind10,1,lingcod,0.4638309622991003,Winter
Sample81,Ind10,1,arrowtooth flounder,0,Winter
Sample81,Ind10,1,Pacific halibut,0,Winter
Sample82,Ind9,4,Chinook salmon,0.5487370464118376,Spring
Sample82,Ind9,4,chum salmon,0.08950404377551942,Spring
Sample82,Ind9,4,coho salmon,0.14346833979818743,Spring
Sample82,Ind9,4,steelhead salmon,0.013685567219623608,Spring
Sample82,Ind9,4,pink salmon,0,Spring
Sample82,Ind9,4,sablefish,0,Spring
Sample82,Ind9,4,lingcod,0,Spring
Sample82,Ind9,4,arrowtooth flounder,0.05195511190690292,Spring
Sample82,Ind9,4,Pacific halibut,0.15264989088792905,Spring
Sample83,Ind29,6,Chinook salmon,0.8573410975728557,Spring
Sample83,Ind29,6,chum salmon,0,Spring
Sample83,Ind29,6,coho salmon,0.14219649600999396,Spring
Sample83,Ind29,6,steelhead salmon,0,Spring
Sample83,Ind29,6,pink salmon,0,Spring
Sample83,Ind29,6,sablefish,0,Spring
Sample83,Ind29,6,lingcod,0,Spring
Sample83,Ind29,6,arrowtooth flounder,0,Spring
Sample83,Ind29,6,Pacific halibut,0,Spring
Sample84,Ind12,6,Chinook salmon,0.7964269737843692,Spring
Sample84,Ind12,6,chum salmon,0,Spring
Sample84,Ind12,6,coho salmon,0.13517156672466168,Spring
Sample84,Ind12,6,steelhead salmon,0.06840145949096917,Spring
Sample84,Ind12,6,pink salmon,0,Spring
Sample84,Ind12,6,sablefish,0,Spring
Sample84,Ind12,6,lingcod,0,Spring
Sample84,Ind12,6,arrowtooth flounder,0,Spring
Sample84,Ind12,6,Pacific halibut,0,Spring
Sample85,Ind20,12,Chinook salmon,0.25792234460250874,Autumn
Sample85,Ind20,12,chum salmon,0.40238575505280694,Autumn
Sample85,Ind20,12,coho salmon,0,Autumn
Sample85,Ind20,12,steelhead salmon,0,Autumn
Sample85,Ind20,12,pink salmon,0,Autumn
Sample85,Ind20,12,sablefish,0.012140095582689353,Autumn
Sample85,Ind20,12,lingcod,0.10630071347418467,Autumn
Sample85,Ind20,12,arrowtooth flounder,0.21784973956403872,Autumn
Sample85,Ind20,12,Pacific halibut,0,Autumn
Sample86,Ind9,7,Chinook salmon,0.8004602800626744,Summer
Sample86,Ind9,7,chum salmon,0,Summer
Sample86,Ind9,7,coho salmon,0.16346911800756336,Summer
Sample86,Ind9,7,steelhead salmon,0.036070601929762185,Summer
Sample86,Ind9,7,pink salmon,0,Summer
Sample86,Ind9,7,sablefish,0,Summer
Sample86,Ind9,7,lingcod,0,Summer
Sample86,Ind9,7,arrowtooth flounder,0,Summer
Sample86,Ind9,7,Pacific halibut,0,Summer
Sample87,Ind11,12,Chinook salmon,0.04390524909206223,Autumn
Sample87,Ind11,12,chum salmon,0.4146700191947945,Autumn
Sample87,Ind11,12,coho salmon,0,Autumn
Sample87,Ind11,12,steelhead salmon,0,Autumn
Sample87,Ind11,12,pink salmon,0,Autumn
Sample87,Ind11,12,sablefish,0.04632350576434106,Autumn
Sample87,Ind11,12,lingcod,0.16330680618994853,Autumn
Sample87,Ind11,12,arrowtooth flounder,0.33133625408379364,Autumn
Sample87,Ind11,12,Pacific halibut,0,Autumn
Sample88,Ind3,5,Chinook salmon,0.6429666856239817,Spring
Sample88,Ind3,5,chum salmon,0,Spring
Sample88,Ind3,5,coho salmon,0.11657276383135652,Spring
Sample88,Ind3,5,steelhead salmon,0,Spring
Sample88,Ind3,5,pink salmon,0,Spring
Sample88,Ind3,5,sablefish,0,Spring
Sample88,Ind3,5,lingcod,0,Spring
Sample88,Ind3,5,arrowtooth flounder,0,Spring
Sample88,Ind3,5,Pacific halibut,0.23593949609809184,Spring
Sample89,Ind29,2,Chinook salmon,0.5800871790970433,Winter
Sample89,Ind29,2,chum salmon,0.20129839491027587,Winter
Sample89,Ind29,2,coho salmon,0,Winter
Sample89,Ind29,2,steelhead salmon,0,Winter
Sample89,Ind29,2,pink salmon,0,Winter
Sample89,Ind29,2,sablefish,0,Winter
Sample89,Ind29,2,lingcod,0.16763480965728694,Winter
Sample89,Ind29,2,arrowtooth flounder,0,Winter
Sample89,Ind29,2,Pacific halibut,0.046368482353113236,Winter
Sample90,Ind16,7,Chinook salmon,0.8672800533922195,Summer
Sample90,Ind16,7,chum salmon,0,Summer
Sample90,Ind16,7,coho salmon,0.06212805503159176,Summer
Sample90,Ind16,7,steelhead salmon,0.07059189157618866,Summer
Sample90,Ind16,7,pink salmon,0,Summer
Sample90,Ind16,7,sablefish,0,Summer
Sample90,Ind16,7,lingcod,0,Summer
Sample90,Ind16,7,arrowtooth flounder,0,Summer
Sample90,Ind16,7,Pacific halibut,0,Summer
Sample91,Ind5,10,Chinook salmon,0.24351845885868245,Autumn
Sample91,Ind5,10,chum salmon,0.2022416950624268,Autumn
Sample91,Ind5,10,coho salmon,0.09861452252639087,Autumn
Sample91,Ind5,10,steelhead salmon,0.049017501588712355,Autumn
Sample91,Ind5,10,pink salmon,0,Autumn
Sample91,Ind5,10,sablefish,0.21308861882908983,Autumn
Sample91,Ind5,10,lingcod,0,Autumn
Sample91,Ind5,10,arrowtooth flounder,0.19351838223387796,Autumn
Sample91,Ind5,10,Pacific halibut,0,Autumn
Sample92,Ind28,6,Chinook salmon,0.7204777164482856,Spring
Sample92,Ind28,6,chum salmon,0,Spring
Sample92,Ind28,6,coho salmon,0.22236997423538543,Spring
Sample92,Ind28,6,steelhead salmon,0.05715230931632894,Spring
Sample92,Ind28,6,pink salmon,0,Spring
Sample92,Ind28,6,sablefish,0,Spring
Sample92,Ind28,6,lingcod,0,Spring
Sample92,Ind28,6,arrowtooth flounder,0,Spring
Sample92,Ind28,6,Pacific halibut,0,Spring
Sample93,Ind24,2,Chinook salmon,0.2741329148206412,Winter
Sample93,Ind24,2,chum salmon,0.1811746101616247,Winter
Sample93,Ind24,2,coho salmon,0,Winter
Sample93,Ind24,2,steelhead salmon,0,Winter
Sample93,Ind24,2,pink salmon,0,Winter
Sample93,Ind24,2,sablefish,0,Winter
Sample93,Ind24,2,lingcod,0.4729090063815181,Winter
Sample93,Ind24,2,arrowtooth flounder,0,Winter
Sample93,Ind24,2,Pacific halibut,0.0695649483479939,Winter
Sample94,Ind14,12,Chinook salmon,0.10845552997345954,Autumn
Sample94,Ind14,12,chum salmon,0.42958849380782965,Autumn
Sample94,Ind14,12,coho salmon,0,Autumn
Sample94,Ind14,12,steelhead salmon,0.03662633286756607,Autumn
Sample94,Ind14,12,pink salmon,0,Autumn
Sample94,Ind14,12,sablefish,0.08701877890019673,Autumn
Sample94,Ind14,12,lingcod,0.020052679860106615,Autumn
Sample94,Ind14,12,arrowtooth flounder,0.22168071407080206,Autumn
Sample94,Ind14,12,Pacific halibut,0.09657747052003922,Autumn
Sample95,Ind5,3,Chinook salmon,0.4299787789837313,Winter
Sample95,Ind5,3,chum salmon,0.1299432785413081,Winter
Sample95,Ind5,3,coho salmon,0.13808271860049165,Winter
Sample95,Ind5,3,steelhead salmon,0,Winter
Sample95,Ind5,3,pink salmon,0,Winter
Sample95,Ind5,3,sablefish,0,Winter
Sample95,Ind5,3,lingcod,0.263589638189484,Winter
Sample95,Ind5,3,arrowtooth flounder,0,Winter
Sample95,Ind5,3,Pacific halibut,0.029964001363715704,Winter
Sample96,Ind28,1,Chinook salmon,0.4386466106049843,Winter
Sample96,Ind28,1,chum salmon,0.19376326299663646,Winter
Sample96,Ind28,1,coho salmon,0,Winter
Sample96,Ind28,1,steelhead salmon,0,Winter
Sample96,Ind28,1,pink salmon,0,Winter
Sample96,Ind28,1,sablefish,0,Winter
Sample96,Ind28,1,lingcod,0.26932773982938574,Winter
Sample96,Ind28,1,arrowtooth flounder,0.04810153842019183,Winter
Sample96,Ind28,1,Pacific halibut,0.042687951855686836,Winter
Sample97,Ind22,4,Chinook salmon,0.4052843946236405,Spring
Sample97,Ind22,4,chum salmon,0.3181151834943242,Spring
Sample97,Ind22,4,coho salmon,0.08625441289497511,Spring
Sample97,Ind22,4,steelhead salmon,0.12480881312572267,Spring
Sample97,Ind22,4,pink salmon,0,Spring
Sample97,Ind22,4,sablefish,0,Spring
Sample97,Ind22,4,lingcod,0,Spring
Sample97,Ind22,4,arrowtooth flounder,0,Spring
Sample97,Ind22,4,Pacific halibut,0.05736018942097337,Spring
Sample98,Ind2,11,Chinook salmon,0.010579011770564334,Autumn
Sample98,Ind2,11,chum salmon,0.1836405820858109,Autumn
Sample98,Ind2,11,coho salmon,0.269489854660122,Autumn
Sample98,Ind2,11,steelhead salmon,0.055851532410943865,Autumn
Sample98,Ind2,11,pink salmon,0,Autumn
Sample98,Ind2,11,sablefish,0.336252445509139,Autumn
Sample98,Ind2,11,lingcod,0,Autumn
Sample98,Ind2,11,arrowtooth flounder,0.1435255547435079,Autumn
Sample98,Ind2,11,Pacific halibut,0,Autumn
Sample99,Ind18,9,Chinook salmon,0.4600745292184738,Summer
Sample99,Ind18,9,chum salmon,0.0934544197775756,Summer
Sample99,Ind18,9,coho salmon,0.3466626532015951,Summer
Sample99,Ind18,9,steelhead salmon,0.019973727656918395,Summer
Sample99,Ind18,9,pink salmon,0,Summer
Sample99,Ind18,9,sablefish,0.07248280645754798,Summer
Sample99,Ind18,9,lingcod,0,Summer
Sample99,Ind18,9,arrowtooth flounder,0,Summer
Sample99,Ind18,9,Pacific halibut,0,Summer
Sample100,Ind24,6,Chinook salmon,0.7428182541524205,Spring
Sample100,Ind24,6,chum salmon,0,Spring
Sample100,Ind24,6,coho salmon,0.15540265444080567,Spring
Sample100,Ind24,6,steelhead salmon,0.10177909140677381,Spring
Sample100,Ind24,6,pink salmon,0,Spring
Sample100,Ind24,6,sablefish,0,Spring
Sample100,Ind24,6,lingcod,0,Spring
Sample100,Ind24,6,arrowtooth flounder,0,Spring
Sample100,Ind24,6,Pacific halibut,0,Spring
Sample101,Ind17,10,Chinook salmon,0.2742997593718619,Autumn
Sample101,Ind17,10,chum salmon,0.2097302288121483,Autumn
Sample101,Ind17,10,coho salmon,0.13463586975714373,Autumn
Sample101,Ind17,10,steelhead salmon,0.016741642055078408,Autumn
Sample101,Ind17,10,pink salmon,0,Autumn
Sample101,Ind17,10,sablefish,0.2747932394344211,Autumn
Sample101,Ind17,10,lingcod,0,Autumn
Sample101,Ind17,10,arrowtooth flounder,0.08967071428998831,Autumn
Sample101,Ind17,10,Pacific halibut,0,Autumn
Sample102,Ind18,7,Chinook salmon,0.8850555018888375,Summer
Sample102,Ind18,7,chum salmon,0,Summer
Sample102,Ind18,7,coho salmon,0.1148270893150794,Summer
Sample102,Ind18,7,steelhead salmon,0,Summer
Sample102,Ind18,7,pink salmon,0,Summer
Sample102,Ind18,7,sablefish,0,Summer
Sample102,Ind18,7,lingcod,0,Summer
Sample102,Ind18,7,arrowtooth flounder,0,Summer
Sample102,Ind18,7,Pacific halibut,0,Summer
Sample103,Ind5,3,Chinook salmon,0.4371818122477455,Winter
Sample103,Ind5,3,chum salmon,0.0443064758305993,Winter
Sample103,Ind5,3,coho salmon,0.06176236635495961,Winter
Sample103,Ind5,3,steelhead salmon,0.014126466896195204,Winter
Sample103,Ind5,3,pink salmon,0,Winter
Sample103,Ind5,3,sablefish,0,Winter
Sample103,Ind5,3,lingcod,0.2107736835451596,Winter
Sample103,Ind5,3,arrowtooth flounder,0,Winter
Sample103,Ind5,3,Pacific halibut,0.23181676091326578,Winter
Sample104,Ind14,12,Chinook salmon,0,Autumn
Sample104,Ind14,12,chum salmon,0.5116776602358432,Autumn
Sample104,Ind14,12,coho salmon,0,Autumn
Sample104,Ind14,12,steelhead salmon,0.13322611725786584,Autumn
Sample104,Ind14,12,pink salmon,0,Autumn
Sample104,Ind14,12,sablefish,0.03085954669554767,Autumn
Sample104,Ind14,12,lingcod,0.016866714261186404,Autumn
Sample104,Ind14,12,arrowtooth flounder,0.2858766846007615,Autumn
Sample104,Ind14,12,Pacific halibut,0.015544595915460303,Autumn
Sample105,Ind8,2,Chinook salmon,0.47946929251154513,Winter
Sample105,Ind8,2,chum salmon,0.22532057232863073,Winter
Sample105,Ind8,2,coho salmon,0,Winter
Sample105,Ind8,2,steelhead salmon,0.01849859376846841,Winter
Sample105,Ind8,2,pink salmon,0,Winter
Sample105,Ind8,2,sablefish,0,Winter
Sample105,Ind8,2,lingcod,0.11107331136857768,Winter
Sample105,Ind8,2,arrowtooth flounder,0,Winter
Sample105,Ind8,2,Pacific halibut,0.16563822776424966,Winter
Sample106,Ind23,9,Chinook salmon,0.46826352461326376,Summer
Sample106,Ind23,9,chum salmon,0.24153345921132774,Summer
Sample106,Ind23,9,coho salmon,0.23891245666279312,Summer
Sample106,Ind23,9,steelhead salmon,0,Summer
Sample106,Ind23,9,pink salmon,0,Summer
Sample106,Ind23,9,sablefish,0.016739915464522498,Summer
Sample106,Ind23,9,lingcod,0,Summer
Sample106,Ind23,9,arrowtooth flounder,0.011470883902772134,Summer
Sample106,Ind23,9,Pacific halibut,0.013307414904180933,Summer
Sample107,Ind8,12,Chinook salmon,0.03509168505221613,Autumn
Sample107,Ind8,12,chum salmon,0.362518524314675,Autumn
Sample107,Ind8,12,coho salmon,0,Autumn
Sample107,Ind8,12,steelhead salmon,0.06984314966735852,Autumn
Sample107,Ind8,12,pink salmon,0,Autumn
Sample107,Ind8,12,sablefish,0,Autumn
Sample107,Ind8,12,lingcod,0.05086259608986412,Autumn
Sample107,Ind8,12,arrowtooth flounder,0.47906489559239507,Autumn
Sample107,Ind8,12,Pacific halibut,0,Autumn
Sample108,Ind21,10,Chinook salmon,0.35179633571408636,Autumn
Sample108,Ind21,10,chum salmon,0.15075829628852555,Autumn
Sample108,Ind21,10,coho salmon,0.1259500927238644,Autumn
Sample108,Ind21,10,steelhead salmon,0,Autumn
Sample108,Ind21,10,pink salmon,0,Autumn
Sample108,Ind21,10,sablefish,0.3188469182726812,Autumn
Sample108,Ind21,10,lingcod,0,Autumn
Sample108,Ind21,10,arrowtooth flounder,0.049057862251472205,Autumn
Sample108,Ind21,10,Pacific halibut,0,Autumn
Sample109,Ind4,9,Chinook salmon,0.21611713098397858,Summer
Sample109,Ind4,9,chum salmon,0.29866908291023725,Summer
Sample109,Ind4,9,coho salmon,0.4301630770651268,Summer
