"","clust1","ind1","island1","clust2","ind2","island2","rel","assoc"
"16024","15","14","Maui","2","12","Maui",0.310276242661213,0.32305532825534
"16025","15","14","Maui","2","13","Maui",0.438323998344359,0.384302961928132
"16026","15","14","Maui","2","14","Maui",0.252953380436252,0.181084067135804
"16027","15","14","Maui","2","15","Maui",0.267298722283276,0.0904085178391588
"16028","15","14","Maui","2","16","Maui",0.149654993813992,0.146046245671013
"16029","15","14","Maui","2","17","Maui",0.297356492579868,0.450774148769468
"16030","15","14","Maui","2","18","Maui",0.387641234659634,0.560286061608912
"16031","15","14","Maui","2","19","Maui",0.354668211408079,0.399453353556789
"16032","15","14","Maui","2","2","Maui",0.23983785759968,0.316856094483264
"16033","15","14","Maui","2","20","Maui",0.416971421149633,0.59243696856848
"16034","15","14","Maui","2","3","Maui",0.311701618433582,0.332889144258553
"16035","15","14","Maui","2","4","Maui",0.428569024858055,0.475475972534408
"16036","15","14","Maui","2","5","Maui",0.315632651480865,0.258022474954609
"16037","15","14","Maui","2","6","Maui",0.260289124868432,0.299085994235314
"16038","15","14","Maui","2","7","Maui",0.382227071253331,0.593660994217921
"16039","15","14","Maui","2","8","Maui",0.487666877124109,0.670488813367137
"16040","15","14","Maui","2","9","Maui",0.273712217046254,0.393481313057144
"16041","15","14","Maui","3","1","Maui",0.214283952234157,0.126569100993951
"16042","15","14","Maui","3","10","Maui",0.263653057603449,0.273105507594592
"16043","15","14","Maui","3","11","Maui",0.204673673356517,0.253488675221501
"16044","15","14","Maui","3","12","Maui",0.254213308635873,0.355521660725604
"16045","15","14","Maui","3","13","Maui",0.304941131947079,0.454623051034846
"16046","15","14","Maui","3","14","Maui",0.243180130763027,0.263150697112469
"16047","15","14","Maui","3","15","Maui",0.316618753456501,0.22244110243723
"16048","15","14","Maui","3","16","Maui",0.293456375325185,0.172685667754753
"16049","15","14","Maui","3","17","Maui",0.232721451237448,0.314415458053079
"16050","15","14","Maui","3","18","Maui",0.345506511086089,0.567392402478916
"16051","15","14","Maui","3","19","Maui",0.303394662903993,0.475528827173153
"16052","15","14","Maui","3","2","Maui",0.439001720788081,0.493020266287002
"16053","15","14","Maui","3","20","Maui",0.307424377033241,0.398499759588895
"16054","15","14","Maui","3","3","Maui",0.455180911349519,0.67553881860895
"16055","15","14","Maui","3","4","Maui",0.340846951041542,0.289111001320385
"16056","15","14","Maui","3","5","Maui",0.367821344735138,0.354598953128868
"16057","15","14","Maui","3","6","Maui",0.195254710163102,0.318376665156383
"16058","15","14","Maui","3","7","Maui",0.388665819307314,0.518986732900988
"16059","15","14","Maui","3","8","Maui",0.366126906768369,0.42030013578156
"16060","15","14","Maui","3","9","Maui",0.336317163016417,0.450804416372683
"16061","15","14","Maui","9","1","Maui",0.314453640245371,0.0718848277735489
"16062","15","14","Maui","9","10","Maui",0.212400649269687,0.285799752862557
"16063","15","14","Maui","9","11","Maui",0.230744175264675,0.416866162831503
"16064","15","14","Maui","9","12","Maui",0.465185059116592,0.622517170884238
"16065","15","14","Maui","9","13","Maui",0.17416239471906,0.0836444912163911
"16066","15","14","Maui","9","14","Maui",0.377503931766941,0.407310639279266
"16067","15","14","Maui","9","15","Maui",0.374336701833977,0.342464584633989
"16068","15","14","Maui","9","16","Maui",0.403417699212871,0.489390390866242
"16069","15","14","Maui","9","17","Maui",0.311576940240845,0.333885855550028
"16070","15","14","Maui","9","18","Maui",0.346526110008608,0.484086701506542
"16071","15","14","Maui","9","19","Maui",0.250787844287957,0.371161016060774
"16072","15","14","Maui","9","2","Maui",0.279171024866706,0.474900766128814
"16073","15","14","Maui","9","20","Maui",0.349716253538609,0.419497877271933
"16074","15","14","Maui","9","3","Maui",0.398035286912247,0.433998641405691
"16075","15","14","Maui","9","4","Maui",0.206509358867288,0.248876225604491
"16076","15","14","Maui","9","5","Maui",0.289991471102041,0.381600683094135
"16077","15","14","Maui","9","6","Maui",0.251183494533452,0.279820284795043
"16078","15","14","Maui","9","7","Maui",0.343654680330684,0.449025920133602
"16079","15","14","Maui","9","8","Maui",0.346544157879833,0.36973711127295
"16080","15","14","Maui","9","9","Maui",0.346042812551873,0.49958054671392
"16081","15","15","Maui","13","1","Maui",0.298898215207735,0.458476283502136
"16082","15","15","Maui","13","10","Maui",0.344484725524364,0.389291847532348
"16083","15","15","Maui","13","11","Maui",0.224206543644009,0.326938967743175
"16084","15","15","Maui","13","12","Maui",0.27623899822621,0.364479127942278
"16085","15","15","Maui","13","13","Maui",0.255085019970988,0.233260184276187
"16086","15","15","Maui","13","14","Maui",0.398402493029349,0.596580154798216
"16087","15","15","Maui","13","15","Maui",0.260410276178108,0.229413550341533
"16088","15","15","Maui","13","16","Maui",0.125735703787829,0.148232145309347
"16089","15","15","Maui","13","17","Maui",0.182022238263765,0.1401175983117
"16090","15","15","Maui","13","18","Maui",0.336395089539864,0.14702447412171
"16091","15","15","Maui","13","19","Maui",0.286325506039262,0.37015407964569
"16092","15","15","Maui","13","2","Maui",0.495028386006182,0.790414119146786
"16093","15","15","Maui","13","20","Maui",0.334846692012985,0.402580536419842
"16094","15","15","Maui","13","3","Maui",0.299842535100462,0.526169729272313
"16095","15","15","Maui","13","4","Maui",0.315271662708727,0.489578793466955
"16096","15","15","Maui","13","5","Maui",0.370631165438744,0.341673772745541
"16097","15","15","Maui","13","6","Maui",0.281753977285172,0.162001217643627
"16098","15","15","Maui","13","7","Maui",0.263979873505148,0.520513638455645
"16099","15","15","Maui","13","8","Maui",0.254021638524681,0.234631625844789
"16100","15","15","Maui","13","9","Maui",0.257474492516406,0.276722551016175
"16101","15","15","Maui","2","1","Maui",0.173113520026682,0.0642719107019809
"16102","15","15","Maui","2","10","Maui",0.29719997232538,0.325692060181313
"16103","15","15","Maui","2","11","Maui",0.249463182200863,0.319371227847989
"16104","15","15","Maui","2","12","Maui",0.240931297886559,0.269256550451444
"16105","15","15","Maui","2","13","Maui",0.270063582800861,0.334997265103945
"16106","15","15","Maui","2","14","Maui",0.213619900423834,0.182879576809838
"16107","15","15","Maui","2","15","Maui",0.317731957183542,0.415757754179935
"16108","15","15","Maui","2","16","Maui",0.304900409241818,0.417059634629632
"16109","15","15","Maui","2","17","Maui",0.196646078004679,0.348201054365125
"16110","15","15","Maui","2","18","Maui",0.413493313849993,0.418127258860686
"16111","15","15","Maui","2","19","Maui",0.284153812606173,0.304208432761803
"16112","15","15","Maui","2","2","Maui",0.312027666041205,0.383933243811486
"16113","15","15","Maui","2","20","Maui",0.256195899423567,0.266040309151335
"16114","15","15","Maui","2","3","Maui",0.251130786136586,0.385618487681178
"16115","15","15","Maui","2","4","Maui",0.396790458181792,0.668683139988977
"16116","15","15","Maui","2","5","Maui",0.333272212219197,0.170947978428924
"16117","15","15","Maui","2","6","Maui",0.275117479075186,0.284273608854012
"16118","15","15","Maui","2","7","Maui",0.320805089936704,0.410573932424365
"16119","15","15","Maui","2","8","Maui",0.340385234698542,0.529863523766408
"16120","15","15","Maui","2","9","Maui",0.294637422251252,0.333189083660126
"16121","15","15","Maui","3","1","Maui",0.373343942681659,0.450049931222448
"16122","15","15","Maui","3","10","Maui",0.336641069798858,0.168434551819628
"16123","15","15","Maui","3","11","Maui",0.439876623844497,0.52100064476087
"16124","15","15","Maui","3","12","Maui",0.244576732311728,0.223957174768187
"16125","15","15","Maui","3","13","Maui",0.255688767597831,0.41785563631506
"16126","15","15","Maui","3","14","Maui",0.26334256144224,0.100354062202532
"16127","15","15","Maui","3","15","Maui",0.251467319774012,0.220511729797341
"16128","15","15","Maui","3","16","Maui",0.365481326190889,0.450081976460244
"16129","15","15","Maui","3","17","Maui",0.314623298627231,0.268003574183072
"16130","15","15","Maui","3","18","Maui",0.283845550031827,0.46829524377319
"16131","15","15","Maui","3","19","Maui",0.384449602686693,0.543414017036549
"16132","15","15","Maui","3","2","Maui",0.193734435230959,0.333917212232156
"16133","15","15","Maui","3","20","Maui",0.409098153860212,0.389239063125828
"16134","15","15","Maui","3","3","Maui",0.183386545827625,0.256986800500691
"16135","15","15","Maui","3","4","Maui",0.297561863281718,0.368663374930489
"16136","15","15","Maui","3","5","Maui",0.262636744419546,0.400947761884645
"16137","15","15","Maui","3","6","Maui",0.346404778110884,0.250586107299954
"16138","15","15","Maui","3","7","Maui",0.309161667292158,0.165870246115997
"16139","15","15","Maui","3","8","Maui",0.298832309300115,0.158701249329374
"16140","15","15","Maui","3","9","Maui",0.352248360794622,0.37719695884431
"16141","15","15","Maui","9","1","Maui",0.335054710710124,0.528153606059672
"16142","15","15","Maui","9","10","Maui",0.278465164419867,0.290353088753409
"16143","15","15","Maui","9","11","Maui",0.256025968329762,0.286002828379537
"16144","15","15","Maui","9","12","Maui",0.357975019395664,0.303949208129313
"16145","15","15","Maui","9","13","Maui",0.221061582432652,0.193322768720768
"16146","15","15","Maui","9","14","Maui",0.291767351094653,0.241720988812349
"16147","15","15","Maui","9","15","Maui",0.263130996782807,0.308463723928092
"16148","15","15","Maui","9","16","Maui",0.283359234057623,0.267666574253417
"16149","15","15","Maui","9","17","Maui",0.262518133349105,0.349704810728762
"16150","15","15","Maui","9","18","Maui",0.298537669788928,0.51959980719685
"16151","15","15","Maui","9","19","Maui",0.316556212335087,0.133369495007786
"16152","15","15","Maui","9","2","Maui",0.272472275697247,0.262026722163486
"16153","15","15","Maui","9","20","Maui",0.355235685513373,0.288048799572292
"16154","15","15","Maui","9","3","Maui",0.287016720544092,0.141955776987019
"16155","15","15","Maui","9","4","Maui",0.332995923511007,0.38936956445461
"16156","15","15","Maui","9","5","Maui",0.325256870957004,0.504280829109798
"16157","15","15","Maui","9","6","Maui",0.218043832396043,0.182428505748154
"16158","15","15","Maui","9","7","Maui",0.25329407714555,0.487762953597831
"16159","15","15","Maui","9","8","Maui",0.333204351180776,0.36396316754879
"16160","15","15","Maui","9","9","Maui",0.31248230844412,0.410988573973105
"16161","15","16","Maui","13","1","Maui",0.193253369304672,0.294050214808147
"16162","15","16","Maui","13","10","Maui",0.336888368379147,0.565927752913142
"16163","15","16","Maui","13","11","Maui",0.229002839779282,0.261974006600715
"16164","15","16","Maui","13","12","Maui",0.276255087810782,0.338716179761825
"16165","15","16","Maui","13","13","Maui",0.17501804802163,0.209504182981195
"16166","15","16","Maui","13","14","Maui",0.24331433258476,0.276923704793843
"16167","15","16","Maui","13","15","Maui",0.357142638055817,0.52540604745325
"16168","15","16","Maui","13","16","Maui",0.370326115615747,0.340056837804367
"16169","15","16","Maui","13","17","Maui",0.252093025492936,0.202828883659967
"16170","15","16","Maui","13","18","Maui",0.119948795370855,0.0396042940314985
"16171","15","16","Maui","13","19","Maui",0.262056099505473,0.181336013420677
"16172","15","16","Maui","13","2","Maui",0.228127102179693,0.35542110997459
"16173","15","16","Maui","13","20","Maui",0.320785091912703,0.219129613953913
"16174","15","16","Maui","13","3","Maui",0.32737329308594,0.316504201178469
"16175","15","16","Maui","13","4","Maui",0.466569614482241,0.58108352296611
"16176","15","16","Maui","13","5","Maui",0.361546209710912,0.400499965730244
"16177","15","16","Maui","13","6","Maui",0.378187925157093,0.416334046466581
"16178","15","16","Maui","13","7","Maui",0.406943533435853,0.442490655795509
"16179","15","16","Maui","13","8","Maui",0.257194671896468,0.301263383986339
"16180","15","16","Maui","13","9","Maui",0.309537989525496,0.24526103023011
"16181","15","16","Maui","2","1","Maui",0.234823633591428,0.274819192716102
"16182","15","16","Maui","2","10","Maui",0.435219554558381,0.514438201846921
"16183","15","16","Maui","2","11","Maui",0.199064249189506,0.177066497435229
"16184","15","16","Maui","2","12","Maui",0.265616789490304,0.233656721339314
"16185","15","16","Maui","2","13","Maui",0.163362631856636,0.135519574116637
"16186","15","16","Maui","2","14","Maui",0.346812084979321,0.401483010325397
"16187","15","16","Maui","2","15","Maui",0.261341342912943,0.329302722963986
"16188","15","16","Maui","2","16","Maui",0.342238331981718,0.461012191261664
"16189","15","16","Maui","2","17","Maui",0.235164061234645,0.382049708749342
"16190","15","16","Maui","2","18","Maui",0.266592770002375,0.353827277085631
"16191","15","16","Maui","2","19","Maui",0.320231697436094,0.274270563225362
"16192","15","16","Maui","2","2","Maui",0.375621159075618,0.396086813238703
"16193","15","16","Maui","2","20","Maui",0.214877920867337,0.256647930771997
"16194","15","16","Maui","2","3","Maui",0.265498343398591,0.326313866060914
"16195","15","16","Maui","2","4","Maui",0.209979036436413,0.321987715396537
"16196","15","16","Maui","2","5","Maui",0.228578169657297,0.319933148619475
"16197","15","16","Maui","2","6","Maui",0.378953229251615,0.483202992233539
"16198","15","16","Maui","2","7","Maui",0.198817336885591,0.143586034803051
"16199","15","16","Maui","2","8","Maui",0.298284533374458,0.420003336266672
"16200","15","16","Maui","2","9","Maui",0.298724033456123,0.450371949687457
"16201","15","16","Maui","3","1","Maui",0.158873757855855,0.0734266170156475
"16202","15","16","Maui","3","10","Maui",0.353535110432891,0.419291962451142
"16203","15","16","Maui","3","11","Maui",0.341206686669209,0.467181672133639
"16204","15","16","Maui","3","12","Maui",0.272142686780898,0.347647350450308
"16205","15","16","Maui","3","13","Maui",0.34762602082601,0.410091699550055
"16206","15","16","Maui","3","14","Maui",0.301520475105696,0.450846405522431
"16207","15","16","Maui","3","15","Maui",0.193433648765018,0.328135941461573
"16208","15","16","Maui","3","16","Maui",0.281615127137165,0.322956227968954
"16209","15","16","Maui","3","17","Maui",0.333311514504583,0.427273113805175
"16210","15","16","Maui","3","18","Maui",0.359607146986357,0.440310990257573
"16211","15","16","Maui","3","19","Maui",0.347180917012136,0.218718520957177
"16212","15","16","Maui","3","2","Maui",0.266541287891607,0.387098707363969
"16213","15","16","Maui","3","20","Maui",0.166230502421635,0.231085527766239
"16214","15","16","Maui","3","3","Maui",0.299303579804457,0.407803971821945
"16215","15","16","Maui","3","4","Maui",0.240690412537113,0.374451876419623
"16216","15","16","Maui","3","5","Maui",0.408689403170241,0.532224103921013
"16217","15","16","Maui","3","6","Maui",0.408764341621299,0.456575238929832
"16218","15","16","Maui","3","7","Maui",0.312367069817012,0.561191863373477
"16219","15","16","Maui","3","8","Maui",0.317578400419817,0.405861206693501
"16220","15","16","Maui","3","9","Maui",0.297841686230914,0.35017970568788
"16221","15","16","Maui","9","1","Maui",0.293273241718602,0.381294172571932
"16222","15","16","Maui","9","10","Maui",0.360377983848007,0.537894576106656
"16223","15","16","Maui","9","11","Maui",0.257465696842803,0.381019187465331
"16224","15","16","Maui","9","12","Maui",0.223488071764139,0.201265647071551
"16225","15","16","Maui","9","13","Maui",0.329199467912811,0.420429975228705
"16226","15","16","Maui","9","14","Maui",0.280455148074572,0.685418317034253
"16227","15","16","Maui","9","15","Maui",0.297179756517479,0.424646264368333
"16228","15","16","Maui","9","16","Maui",0.289073773546122,0.371437582580085
"16229","15","16","Maui","9","17","Maui",0.224202976028438,0.29686289556281
"16230","15","16","Maui","9","18","Maui",0.353116060499006,0.277800869972615
"16231","15","16","Maui","9","19","Maui",0.438625220036696,0.530145782288689
"16232","15","16","Maui","9","2","Maui",0.246608235464595,0.135580120175385
"16233","15","16","Maui","9","20","Maui",0.254737061722371,0.348127872843942
"16234","15","16","Maui","9","3","Maui",0.214326943681247,0.268702400692405
"16235","15","16","Maui","9","4","Maui",0.283593535601479,0.193201769227498
"16236","15","16","Maui","9","5","Maui",0.388435256873353,0.47091457455343
"16237","15","16","Maui","9","6","Maui",0.253914505323836,0.616302759548692
"16238","15","16","Maui","9","7","Maui",0.415816090085358,0.4538533641009
"16239","15","16","Maui","9","8","Maui",0.350499167413185,0.347830861117506
"16240","15","16","Maui","9","9","Maui",0.234137962777081,0.159569937435065
"16241","15","17","Maui","13","1","Maui",0.258326035257796,0.458650716061967
"16242","15","17","Maui","13","10","Maui",0.180076088042952,0.244930026790248
"16243","15","17","Maui","13","11","Maui",0.275582732098642,0.447143838828741
"16244","15","17","Maui","13","12","Maui",0.232250136872254,0.433942078909969
"16245","15","17","Maui","13","13","Maui",0.221450982868317,0.287962730647761
"16246","15","17","Maui","13","14","Maui",0.299355376758454,0.336306231518062
"16247","15","17","Maui","13","15","Maui",0.205671779150487,0.452262376953425
"16248","15","17","Maui","13","16","Maui",0.372526135358497,0.508845846323873
"16249","15","17","Maui","13","17","Maui",0.205517308137548,0.446140499687285
"16250","15","17","Maui","13","18","Maui",0.280245566097202,0.256069091431664
"16251","15","17","Maui","13","19","Maui",0.303918239536428,0.376148696435518
"16252","15","17","Maui","13","2","Maui",0.329048481569072,0.434624551651055
"16253","15","17","Maui","13","20","Maui",0.271056532769086,0.257073091128024
"16254","15","17","Maui","13","3","Maui",0.199458095697477,0.357234315157064
"16255","15","17","Maui","13","4","Maui",0.263710402308068,0.29813145186458
"16256","15","17","Maui","13","5","Maui",0.256709674793761,0.323424761632165
"16257","15","17","Maui","13","6","Maui",0.4032425378245,0.656696101186964
"16258","15","17","Maui","13","7","Maui",0.287508434796028,0.261514137180298
"16259","15","17","Maui","13","8","Maui",0.340439099617881,0.370426338192646
"16260","15","17","Maui","13","9","Maui",0.192267509108185,0.193635218997712
"16261","15","17","Maui","2","1","Maui",0.34961642808174,0.66057973348693
"16262","15","17","Maui","2","10","Maui",0.378968543682883,0.382159650895902
"16263","15","17","Maui","2","11","Maui",0.36692635471329,0.180780930976447
"16264","15","17","Maui","2","12","Maui",0.268641782289674,0.232420534668741
"16265","15","17","Maui","2","13","Maui",0.268024384664651,0.308691895875272
"16266","15","17","Maui","2","14","Maui",0.29784668144906,0.286412610771008
"16267","15","17","Maui","2","15","Maui",0.135191879683683,0.0634101194755787
"16268","15","17","Maui","2","16","Maui",0.299074435640841,0.179992111178619
"16269","15","17","Maui","2","17","Maui",0.33261296076748,0.374866819619802
"16270","15","17","Maui","2","18","Maui",0.258170067380119,0.152399605195039
"16271","15","17","Maui","2","19","Maui",0.309759066358116,0.376582831058997
"16272","15","17","Maui","2","2","Maui",0.264452433942674,0.349319472141329
"16273","15","17","Maui","2","20","Maui",0.203255518868815,0.135825556080023
"16274","15","17","Maui","2","3","Maui",0.210554047085182,0.108089757883523
"16275","15","17","Maui","2","4","Maui",0.322187579534506,0.475345539020707
"16276","15","17","Maui","2","5","Maui",0.196295154448329,0.406697275694268
"16277","15","17","Maui","2","6","Maui",0.286896718503312,0.299917848073691
"16278","15","17","Maui","2","7","Maui",0.329944713086043,0.49153367236056
"16279","15","17","Maui","2","8","Maui",0.187762143464346,0.148731343831662
"16280","15","17","Maui","2","9","Maui",0.251796158660432,0.488569760756138
"16281","15","17","Maui","3","1","Maui",0.222002512157973,0.225339662374188
"16282","15","17","Maui","3","10","Maui",0.292769977165109,0.354513921289819
"16283","15","17","Maui","3","11","Maui",0.265519807102562,0.429020174424371
"16284","15","17","Maui","3","12","Maui",0.326053867149801,0.50999902564104
"16285","15","17","Maui","3","13","Maui",0.36319146120991,0.562136328320269
"16286","15","17","Maui","3","14","Maui",0.274196668061855,0.423550331882086
"16287","15","17","Maui","3","15","Maui",0.280714277124312,0.605075740525896
"16288","15","17","Maui","3","16","Maui",0.353363813207647,0.316629939305544
"16289","15","17","Maui","3","17","Maui",0.278836433382418,0.301869855276395
"16290","15","17","Maui","3","18","Maui",0.291119163857119,0.293320908071677
"16291","15","17","Maui","3","19","Maui",0.296877233164394,0.371005184224328
"16292","15","17","Maui","3","2","Maui",0.333269904073176,0.337014363782956
"16293","15","17","Maui","3","20","Maui",0.341795758709649,0.382675282128491
"16294","15","17","Maui","3","3","Maui",0.363409694823221,0.488670970679594
"16295","15","17","Maui","3","4","Maui",0.223124117710527,0.232847941112563
"16296","15","17","Maui","3","5","Maui",0.188550834954419,0.235290711263576
"16297","15","17","Maui","3","6","Maui",0.141359769371354,0.0690971422821591
"16298","15","17","Maui","3","7","Maui",0.280354193631266,0.176537698217767
"16299","15","17","Maui","3","8","Maui",0.224147402554694,0.377852021184101
"16300","15","17","Maui","3","9","Maui",0.380791206031326,0.353324342114118
"16301","15","17","Maui","9","1","Maui",0.196514329845925,0.206369191515206
"16302","15","17","Maui","9","10","Maui",0.377797793708216,0.466324413164147
"16303","15","17","Maui","9","11","Maui",0.393809525889172,0.583869091700172
"16304","15","17","Maui","9","12","Maui",0.278044249601408,0.457541712515049
"16305","15","17","Maui","9","13","Maui",0.24681147786868,0.191688263772774
"16306","15","17","Maui","9","14","Maui",0.248388082129423,0.309271001866164
"16307","15","17","Maui","9","15","Maui",0.36856821066939,0.426412840423252
"16308","15","17","Maui","9","16","Maui",0.390514184529223,0.458238052623075
"16309","15","17","Maui","9","17","Maui",0.329758335740981,0.452508443635554
"16310","15","17","Maui","9","18","Maui",0.283293388503843,0.339360313132731
"16311","15","17","Maui","9","19","Maui",0.410538819759463,0.45278873401672
"16312","15","17","Maui","9","2","Maui",0.344091462912941,0.633926024970076
"16313","15","17","Maui","9","20","Maui",0.259883385098112,0.473297697412838
"16314","15","17","Maui","9","3","Maui",0.529600781448823,0.639492556345493
"16315","15","17","Maui","9","4","Maui",0.30851945885145,0.418820327447325
"16316","15","17","Maui","9","5","Maui",0.362289625913366,0.54969564602321
"16317","15","17","Maui","9","6","Maui",0.366778034008092,0.37367813839437
"16318","15","17","Maui","9","7","Maui",0.261845951576308,0.333294736458641
"16319","15","17","Maui","9","8","Maui",0.391578302187479,0.345789805665053
"16320","15","17","Maui","9","9","Maui",0.400055341150743,0.434866504207692
"16321","15","18","Maui","13","1","Maui",0.224524287078196,0.379245844721261
"16322","15","18","Maui","13","10","Maui",0.238161004844893,0.289913410904611
"16323","15","18","Maui","13","11","Maui",0.353886449782766,0.389681899651263
"16324","15","18","Maui","13","12","Maui",0.311289646923408,0.355869443886602
"16325","15","18","Maui","13","13","Maui",0.235912727217606,0.254715179013554
"16326","15","18","Maui","13","14","Maui",0.271476490296557,0.422674169828593
"16327","15","18","Maui","13","15","Maui",0.319105655497357,0.457356324326087
"16328","15","18","Maui","13","16","Maui",0.334927671244878,0.38442145476447
"16329","15","18","Maui","13","17","Maui",0.229152130346409,0.281345119104817
"16330","15","18","Maui","13","18","Maui",0.229055453764867,0.0845367962585911
"16331","15","18","Maui","13","19","Maui",0.295544328175652,0.470238187814341
"16332","15","18","Maui","13","2","Maui",0.344358974435552,0.439087451257392
"16333","15","18","Maui","13","20","Maui",0.23213793338325,0.202981673626392
"16334","15","18","Maui","13","3","Maui",0.278250391267359,0.217282894513971
"16335","15","18","Maui","13","4","Maui",0.362971037410863,0.553603465549557
"16336","15","18","Maui","13","5","Maui",0.262155279685256,0.411889670288024
"16337","15","18","Maui","13","6","Maui",0.23066783252618,0.299443510889071
"16338","15","18","Maui","13","7","Maui",0.398999882107773,0.556875472556813
"16339","15","18","Maui","13","8","Maui",0.231943497556306,0.404831848399344
"16340","15","18","Maui","13","9","Maui",0.326420602738735,0.420911784754993
"16341","15","18","Maui","2","1","Maui",0.218294993820461,0.136030712784568
"16342","15","18","Maui","2","10","Maui",0.338937093335476,0.415569988869224
"16343","15","18","Maui","2","11","Maui",0.240592497078274,0.100760246292509
"16344","15","18","Maui","2","12","Maui",0.216319668064448,0.26346574715402
"16345","15","18","Maui","2","13","Maui",0.339026244296967,0.463428176223245
"16346","15","18","Maui","2","14","Maui",0.428403703184136,0.59186367625832
"16347","15","18","Maui","2","15","Maui",0.184549080110172,0.299333937437597
"16348","15","18","Maui","2","16","Maui",0.343786113382397,0.575204850495577
"16349","15","18","Maui","2","17","Maui",0.368093648975545,0.445402881564698
"16350","15","18","Maui","2","18","Maui",0.35288167344469,0.224516118666541
"16351","15","18","Maui","2","19","Maui",0.250161974311494,0.275860265879351
"16352","15","18","Maui","2","2","Maui",0.255693056168587,0.214969726319263
"16353","15","18","Maui","2","20","Maui",0.182246977975665,0.178673951613104
"16354","15","18","Maui","2","3","Maui",0.324595364635851,0.238077067698133
"16355","15","18","Maui","2","4","Maui",0.192644763395047,0.294107134539137
"16356","15","18","Maui","2","5","Maui",0.319345897731596,0.289456957535082
"16357","15","18","Maui","2","6","Maui",0.350962699687781,0.31247576879722
"16358","15","18","Maui","2","7","Maui",0.253240835027232,0.384395486123398
"16359","15","18","Maui","2","8","Maui",0.267477341571086,0.302140991938671
"16360","15","18","Maui","2","9","Maui",0.418586934292854,0.449388117577187
"16361","15","18","Maui","3","1","Maui",0.30641845651808,0.424684992416571
"16362","15","18","Maui","3","10","Maui",0.236168597219079,0.304748564590923
"16363","15","18","Maui","3","11","Maui",0.261565525212532,0.527177439132829
"16364","15","18","Maui","3","12","Maui",0.309876131725776,0.322547969531467
"16365","15","18","Maui","3","13","Maui",0.331629555527122,0.572593457513325
"16366","15","18","Maui","3","14","Maui",0.34046925886735,0.300359297078783
"16367","15","18","Maui","3","15","Maui",0.342792760767964,0.565138141481192
"16368","15","18","Maui","3","16","Maui",0.218017598252068,0.198899292641295
"16369","15","18","Maui","3","17","Maui",0.275946831318126,0.468531487292728
"16370","15","18","Maui","3","18","Maui",0.420530305246723,0.551122878238051
"16371","15","18","Maui","3","19","Maui",0.380779981898678,0.604673279835333
"16372","15","18","Maui","3","2","Maui",0.238615138085192,0.317554716780886
"16373","15","18","Maui","3","20","Maui",0.180795790604598,0.225237452656602
"16374","15","18","Maui","3","3","Maui",0.331195310041007,0.387068242625893
"16375","15","18","Maui","3","4","Maui",0.31960580971228,0.320027329439539
"16376","15","18","Maui","3","5","Maui",0.198086255342754,0.176975410781637
"16377","15","18","Maui","3","6","Maui",0.359523513102543,0.595279064966616
"16378","15","18","Maui","3","7","Maui",0.421929446566222,0.467493190494654
"16379","15","18","Maui","3","8","Maui",0.203367706915843,0.105571694184799
"16380","15","18","Maui","3","9","Maui",0.295217569978311,0.347617975184839
"16381","15","18","Maui","9","1","Maui",0.190197104281767,0.227471234423094
"16382","15","18","Maui","9","10","Maui",0.344830726304282,0.404648602351583
"16383","15","18","Maui","9","11","Maui",0.367482761114962,0.446528242018848
"16384","15","18","Maui","9","12","Maui",0.322106589874852,0.491923774103419
"16385","15","18","Maui","9","13","Maui",0.269825025106944,0.208396111745006
"16386","15","18","Maui","9","14","Maui",0.265418016086969,0.362584624619941
"16387","15","18","Maui","9","15","Maui",0.404196689712801,0.312306599330336
"16388","15","18","Maui","9","16","Maui",0.226646847754165,0.328356745476879
"16389","15","18","Maui","9","17","Maui",0.197262880637284,0.265065805027314
"16390","15","18","Maui","9","18","Maui",0.338720591519721,0.501449402483425
"16391","15","18","Maui","9","19","Maui",0.485457332378029,0.453637983063263
"16392","15","18","Maui","9","2","Maui",0.280219397162458,0.457493545113018
"16393","15","18","Maui","9","20","Maui",0.327807835629259,0.545989705511477
"16394","15","18","Maui","9","3","Maui",0.19198916728419,0.20782521414706
"16395","15","18","Maui","9","4","Maui",0.307029362560499,0.433770262495473
"16396","15","18","Maui","9","5","Maui",0.199077133308164,0.190513053886883
"16397","15","18","Maui","9","6","Maui",0.246818890791024,0.200318094780443
"16398","15","18","Maui","9","7","Maui",0.250057289748367,0.50569534398436
"16399","15","18","Maui","9","8","Maui",0.295804175580329,0.477406363058593
"16400","15","18","Maui","9","9","Maui",0.319026973874901,0.422752401214084
"16401","15","19","Maui","13","1","Maui",0.381250687737653,0.509584591503002
"16402","15","19","Maui","13","10","Maui",0.293219892374785,0.482731993360769
"16403","15","19","Maui","13","11","Maui",0.34100698070286,0.50732153516978
"16404","15","19","Maui","13","12","Maui",0.221667626454939,0.183609902887789
"16405","15","19","Maui","13","13","Maui",0.306868095223358,0.438629679855485
"16406","15","19","Maui","13","14","Maui",0.22918487872833,0.215024027739221
"16407","15","19","Maui","13","15","Maui",0.283690295529147,0.302613931414336
"16408","15","19","Maui","13","16","Maui",0.259623633917335,0.343931045265994
"16409","15","19","Maui","13","17","Maui",0.334717657793356,0.583059648153152
"16410","15","19","Maui","13","18","Maui",0.24584100299516,0.356587348054885
